content,label,has_url,has_phone_number,sender_type
"Moi Quy khach soan tin de tham gia DV Data Plus: 1 gui 9598 de cong 500MB (cuoc 6000d, su dung trong 24h) 2 gui 9598 de cong 1024MB (cuoc 9144d, su dung trong 24h) . Tin nhan co hieu luc trong 24h. Chi tiet LH 18008098 (mien phi).",0.0,0,1,shortcode
Quy khach da su dung het luu luong cua Viettel++ va tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). Chi tiet LH 198 (0d). Tran trong.,0.0,0,0,shortcode
"Đăng ký không thành công do chương trình không áp dụng cho thuê bao. Để tham gia các gói ưu đãi hơn, soạn ST7K gửi 191 (7K có 1GB) hoặc soạn 5G10 gửi 191 (10K có 6GB), ưu đãi sử dụng đến 24h ngày đăng ký, các gói cước gia hạn theo ngày. Chi tiết LH 198 (0đ). Trân trọng.",0.0,0,0,shortcode
"Doi thanh cong 100 diem tieu dung Viettel++ thanh 20 MB Data. Han su dung truoc 26/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 44 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0.0,1,0,brandname
G-705189 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai.,0.0,0,0,brandname
[TB] Viettel kinh moi Quy khach trai nghiem dich vu goi dien chat luong cao tren ha tang 4G - HD Call (cuoc goi tinh theo goi cuoc Quy khach dang su dung). Chi tiet truy cap ung dung My Viettel tai https://myvt.page.link/volte hoac LH 198 (0d). Tran trong.,0.0,1,0,shortcode
"[TB] Mừng 25 năm Viettel Telecom - Cảm ơn Quý khách đã lựa chọn và đồng hành! Để nhận ưu đãi điểm Viettel++ tương ứng với số năm Quý khách đã gắn bó cùng Viettel, truy cập https://vietteltelecom25.tv360.vn . CT áp dụng từ 15-25/10/2025. Chi tiết LH 198 (0đ). Trân trọng!",0.0,1,0,brandname
"[TB] GÓI 5G MỚI, ƯU ĐÃI CỰC HỜI! 1. Soạn ST7K gửi 191: 7K có 1GB 2. Soạn 5G10 gửi 191: 10K có 6GB Ưu đãi sử dụng đến 24h ngày đăng ký. Các gói cước gia hạn theo ngày. Chi tiết LH 198 (0đ).",0.0,0,0,brandname
"[TB] Viettel khuyến nghị Quý khách cập nhật phần mềm điện thoại lên phiên bản mới nhất và bật chế độ VoLTE trên máy để sử dụng được dịch vụ Cuộc gọi 4G/5G (chất lượng thoại tốt hơn, không tốn data, cước tính như cuộc gọi thông thường). Hướng dẫn bật VoLTE tại https://viettel.vn/volte. LH 198 (0đ). Trân trọng.",0.0,1,0,brandname
"[TB] NẠP THẺ ONLINE - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/10/2025. Tiền KM sử dụng truy cập Internet trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt . Chi tiết gọi 197, bấm phím 19 (0đ). Trân trọng.",0.0,1,0,brandname
"[TB] NẠP THẺ ĐỦ ĐẦY - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/10/2025. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0.0,1,0,brandname
"Quý khách đã đăng ký thành công gói KS8: 8.000đ có 1,2GB sử dụng đến 23:59:59 ngày 08/10/2025. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Soạn HUY KS8 gửi 191 để hủy gói cước. Chi tiết LH 198 (0đ). Trân trọng.",0.0,1,0,shortcode
"[QC] DATA LƯỚT MẠNG CẢ NGÀY. Soạn GIC70N gửi 191: Chỉ 70K/30 ngày, có 1GB/ngày, nghe toàn bộ nội dung sách nói Mydio. DV gia hạn sau 30 ngày.  Lưu ý: CT dành riêng cho thuê bao từ 6-22 tuổi đang sử dụng gói cước GIC của Viettel. Để chuyển đổi sang gói cước GIC, soạn GIC gửi 195. LH 198 (0đ). Từ chối QC, soạn TC4 gửi 199.",0.0,0,0,brandname
G-050660 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai.,0.0,0,0,brandname
"[QC] Gói 5G10MTT: Chỉ 10.000đ có 6GB data và 2GB truy cập TikTok, ưu đãi sử dụng đến 24h ngày đăng ký. Gói cước không gia hạn. Mua gói ngay tại https://myviettel.go.link/3fJae. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199.",0.0,1,0,brandname
"Quy khach co 10.008 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap https://vietteltelecom.vn/goidata. Chi tiet LH 198 (0d). Tran trong.",0.0,1,0,shortcode
"Quy khach da duoc thanh toan 10000 VND tu nhan vien 4500540010, Ngay GD: 02/10/2025 14:22:23. Ma GD 251002618252251. LH 18008098 (0d). Tran trong.",0.0,0,1,shortcode
"Quý khách đã đăng ký thành công gói KS8: 8.000đ có 1,2GB sử dụng đến 23:59:59 ngày 02/10/2025. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Soạn HUY KS8 gửi 191 để hủy gói cước. Chi tiết LH 198 (0đ). Trân trọng.",0.0,1,0,shortcode
"Tai khoan cua Quy khach sap het. Soan: 1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay 2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay 3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay 5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay Chi tiet LH 18008098 (mien phi).",0.0,0,1,shortcode
"Tai khoan vien thong cua Quy khach hien con duoi 1.000d. Moi Quy khach nap them tien vao tai khoan vien thong hoac goi *911# de duoc cong truoc 20.000d (phi: 3.000d). Neu tai khoan vien thong het tien, cuoc phat sinh tiep theo se duoc tru vao tai khoan Tien di dong (neu co). DAC BIET khuyen mai 50% GIA TRI NAP TIEN vao chu nhat hang tuan tren My Viettel (https://vietteltelecom.vn/naptienkm). LH 18008098 (0d). Tran trong.",0.0,1,1,shortcode
"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0367763642 vao luc 11:52 29/09/2025. De nghe loi nhan thoai, vui long bam goi 106235 (mien phi).",0.0,0,0,shortcode
"Moi Quy khach soan tin de tham gia cong MB data. Soan 5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay De cong tai nguyen khac, soan: 1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay 2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay 3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay Chi tiet LH 18008098 (mien phi).",0.0,0,1,shortcode
"Quy khach la hoi vien Tiem nang chuong trinh Viettel++ chu ky tu 29/08/2025 den 29/08/2026. Hien tai Quy khach co 6.630 diem xet hang va 98 diem tieu dung. De biet chi tiet, vui long truy cap https://vietteltelecom.vn/vtplus hoac LH 198 (0d). Tran trong.",0.0,1,0,brandname
"Viettel TB: Gói ST7K gia hạn không thành công. Để biết các ưu đãi khác, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng.",0.0,1,0,shortcode
"Quý khách đã đăng ký thành công gói ST7K: 7.000đ/ngày có 1GB sử dụng đến 23:59:59 ngày 27/09/2025. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Gói cước gia hạn theo ngày. Để hủy gia hạn, soạn HUY ST7K gửi 191. Chi tiết LH 198 (0đ). Trân trọng.",0.0,1,0,shortcode
Tin nhan khong hop le. Quy khach vui long goi 198 (mien phi) de duoc ho tro. Tran trong.,0.0,0,0,shortcode
"Doi thanh cong 400 diem tieu dung Viettel++ thanh 40 MB Data. Han su dung truoc 27/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 98 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0.0,1,0,brandname
"Quy khach la hoi vien Tiem nang chuong trinh Viettel++ chu ky tu 29/08/2025 den 29/08/2026. Hien tai Quy khach co 6.630 diem xet hang va 498 diem tieu dung. De biet chi tiet, vui long truy cap https://vietteltelecom.vn/vtplus hoac LH 198 (0d). Tran trong.",0.0,1,0,brandname
G-350601 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai.,0.0,0,0,brandname
G-020794 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai.,0.0,0,0,brandname
[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 16:55 26/09/2025.,0.0,0,1,shortcode
[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 15:56 23/09/2025.,0.0,0,1,shortcode
"[QC] Mua sắm tại Viettel Store - số 245 Nguyễn Thị Định, Phường Bình Trưng, TP. Hồ Chí Minh với ưu đãi khủng: Siêu phẩm iPhone 17 chỉ từ 24.990.000đ; Đồng hồ định vị trẻ em giá chỉ từ 890.000đ và cơ hội trúng iPad; Combo SIM số đẹp kèm gói cước chỉ 180.000đ có 300GB/tháng. CT áp dụng đến 30/9/2025. Chi tiết tại https://tinyurl.com/47fdfp7f hoặc LH 18008123 (0đ). Từ chối QC, soạn TC3 gửi 199.",0.0,1,1,brandname
"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 15:50 23/09/2025. De nghe loi nhan thoai, vui long bam goi 106232 (mien phi).",0.0,0,1,shortcode
"Doi thanh cong 1.000 diem tieu dung Viettel++ thanh 100 MB Data. Han su dung truoc 22/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 498 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0.0,1,0,brandname
"[TB] Trả sau giá hời - Data, gọi thả ga Gói V120K - Giá 120K/tháng có: - 1,5GB/ngày. - 50p ngoại mạng, miễn phí 20p/cuộc nội mạng.  Gói cước gia hạn theo tháng. CT áp dụng khi thuê bao của Quý khách chuyển sang trả sau qua ứng dụng My Viettel tại http://viettel.vn/chuyents. LH 198 (0đ).",0.0,1,0,brandname
"[TB] KHÔI PHỤC GÓI CƯỚC - NHẬN NGAY 500MB/NGÀY Soạn SD90 gửi 191 để khôi phục lại gói (90K/30 ngày có 1,5GB/ngày) và nhận thêm 500MB/ngày (ưu đãi cộng trong 30 ngày). CT áp dụng cho lần đăng ký đầu tiên từ thời điểm Quý khách nhận tin nhắn đến hết ngày 17/09. Chiết khấu 2,5% khi nạp thẻ tại https://viettel.vn/nt . LH 198 (0đ).",0.0,1,0,brandname
"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0367763642 vao luc 10:06 15/09/2025. Voi noi dung: Alo ạ. Mà sao nó không được nó lại bắt về hả?. De nghe loi nhan thoai, vui long bam goi 106231 (mien phi).",0.0,0,1,shortcode
"Viettel thong bao: Quy khach da duoc lap hoa don so K25TVA2611398, ngay lap 14/09/2025, so tien 0 VND. Quy khach co the tra cuu hoa don dien tu tai http://www.vietteltelecom.vn/hdbh theo ma so bi mat 5HK2M9SZP5.",0.0,1,0,shortcode
"[KHAO SAT] Quy khach co dong y voi y kien ""Nhan vien Cua hang Viettel da ho tro tich cuc de giup Quy khach giai quyet van de gap phai mot cach de dang"" theo thang diem tu 1 den 7 (1-3: Khong dong y; 4: Binh thuong; 5-7: Dong y) bang cach nhap so diem va phan hoi lai tin nhan nay (mien phi).",0.0,0,0,shortcode
"Quy khach vua thay doi thanh cong thong tin khach hang cua thue bao 395683317. Moi Quy khach truy cap https://vietteltelecom.vn/kttk de tra cuu thong tin  thue bao. Neu co thac mac hoac khieu nai, de nghi goi den so 198 (mien phi).",0.0,1,0,shortcode
Ma xac nhan cho giao dich Mo bao mat thong tin thue bao cua Quy khach la: 441687. Vui long chi cung cap cho nhan vien Viettel dang thuc hien giao dich cua Quy khach. Hotline 198(0d). Tran trong!,0.0,0,0,shortcode
