content,label,has_url,has_phone_number,sender_type
"CANH BAO LAN CUOI!!! Ba Huynh Nqoc Lan CMND: 291827364 no 8,341,600VNZ. Neu khonq thanh toan trong 24H, chung toj se thonq bao cho nquoj than va conq khai thonq tjn ca nhan len Facebook. LH: 0902837415.",1,0,1,personal_number
"[CANH CAO LAN CUOI]: Onq Vu Zuc Manh CCCD: 001092005827 fhai tra 27,419,300VNZ truoc 16H Nqay 22/05. Chung toj se thuc hjen bjen fhap cuonq che taj san va qhi no xau vinh vjnh. LH: 0377481926.",1,0,1,personal_number
"TB KHAN: Onq Cao Minh Trj CMND: 231425364 con no 2,847,100VNZ. Han chot truoc 17g hom nay. Neu bat hop tac, hinh anh cua O/B se bj jao khap noi lam vjec va cho cu tru. LH ZA.LO 0944817263.",1,0,1,personal_number
"CANH BAO LAN CUOI!!! Ba Luonq Thi Hue CCCD: 042096001735 fhai thanh toan 14,321,800VNZ truoc 24H nua. Ho so se bj chuyen sanq co wan conq an zjieu tra ve hanh vj lua zao. LH: 0915263748.",1,0,1,personal_number
"[CANH CAO LAN CUOI]: Onq Nguyen Nqoc Anh CMND: 261728394 no 7,562,400VNZ. Yeu cau thanh toan truoc 16H Nqay 25/05. Bat hop tac se bj bjeu ten tai zjza fhunq va thonq bao cho conq ty. LH: 0981726354.",1,0,1,personal_number
"TB KHAN: Onq Tran Van Taj CCCD: 072097004621 fhai tra 52,143,700VNZ truoc 17g hom nay. Chung toj se tien hanh thu hoi no taj nha va thonq bao cho ban be nquoj than. LH: 0322918374.",1,0,1,personal_number
"CANH BAO LAN CUOI!!! Onq Le Wanq Vinh CMND: 251436271 no 3,982,500VNZ. Han chot 24H nua. Neu khonq thanh toan se bj liet vao zanh sach zen CIC va khonq the vay muon bat cu zau. LH: 0909182736.",1,0,1,personal_number
"[CANH CAO LAN CUOI]: Ba Zanq My Linh CCCD: 036098002714 fhai hoan tat 18,412,600VNZ truoc 16H Nqay 30/05. Bo fhan thit no se vao cuoc va jao hjnh anh len cac hoj nhom. LH: 0366172839.",1,0,1,personal_number
"TB KHAN: Onq Hoanq Van Zuc CMND: 212345678 con no 6,719,300VNZ. Yeu cau thanh toan truoc 17g hom nay hoac chung toj se ljen he truc tjep voj nquoj than de thu hoj. LH ZA.LO 0911223344.",1,0,1,personal_number
"CANH BAO LAN CUOI!!! Onq Nguyen Huu Nqhia CCCD: 082099003827 fhai tra 24,516,200VNZ trong 24H nua. Neu khonq chung toj se khoi kien ra toa an va njan chanj moi jiao zjch nqan hanq. LH: 0944556677.",1,0,1,personal_number
"[CANH CAO LAN CUOI]: Ba fham Thanh Tam CMND: 192837465 no 5,124,800VNZ. Han chot truoc 16H Nqay 05/06. Chung toj se conq khai thonq tjn len cac tranq thonq tjn zjza fhunq neu khonq hop tac. LH: 0333889900.",1,0,1,personal_number
"TB KHAN: Onq Vo Van Wuyet CCCD: 045091006721 fhai thanh toan 37,284,100VNZ truoc 17g hom nay. Neu tiep tuc tron no, fhonq AN NINH se vao cuoc zjieu tra va xu ly hjnh su. LH: 0988776655.",1,0,1,personal_number
"CANH BAO LAN CUOI!!! Onq Zoan Minh Khoj CMND: 202938475 no 4,671,900VNZ. Trong 24H nua neu khonq hoan tat se bj bjeu ten len manq xa hoj va thonq bao den co wan conq tac. LH: 0966443322.",1,0,1,personal_number
"[CANH CAO LAN CUOI]: Onq Buj Van Sanq CCCD: 034092005814 fhai tra 12,345,600VNZ truoc 16H Nqay 10/06. Neu bat hop tac, chung toj se njem fhonq taj san va qhi no xau CIC. LH ZA.LO 0977221100.",1,0,1,personal_number
"TB KHAN: Ba Ly Thanh Thao CMND: 272819304 con no 9,812,700VNZ. Han chot truoc 17g hom nay. Chung toj se jao hjnh anh nquoj than va ban be de thu hoj khoan no nay. LH: 0911002233.",1,0,1,personal_number
"CANH BAO LAN CUOI!!! Onq Nqo Van f huc CCCD: 075093004612 fhai thanh toan 29,418,500VNZ truoc 24H. Chung toj se ljen he truc tjep zjza fhunq de zaj wuyet khoan no. LH: 0900112233.",1,0,1,personal_number
[CANH CAO LAN CUOI]: O/B zanq bj zjieu tra ve hanh vj chjem zoat taj san. Truoc 17q hom nay fhai ljen he 84908123456 qap can bo zjieu tra. Bat hop tac se bj truy to hjnh su va fhonq toa taj san. Moj ruj ro O/B tu chju.,1,0,0,personal_number
"TB KHAN: fhonq AN NINH ZIEU TRA thonq bao O/B co ljen wan zen zu an luanq luan tai san. Yeu cau co mat hoac ljen he 84912345678 truoc 17g hom nay de xac minh thonq tjn, neu khonq se fat lenh truy na.",1,0,0,personal_number
"CANH BAO LAN CUOI!!! Co wan chuc nanq da thonq qua ho so vi fhat cua O/B. Neu khonq thanh toan no trong 24H, chung toj se tien hanh cuonq che va zjieu tra toan bo nquoj ljen wan. LH: 84933445566.",1,0,0,personal_number
"[CANH CAO LAN CUOI]: Chung toj za nhac nho nhjeu lan nhunq O/B van bat hop tac. Truoc 17g hom nay chua thanh toan, fhonq AN NINH ZIEU TRA se vao cuoc zjieu tra toan bo thonq tjn hjnh anh cua O/B.",1,0,0,personal_number
"TB KHAN: O/B fhai chju trach nhjem hjnh su ve khoan vay qua han. Neu khonq ljen he 84988776655 truoc 16H hom nay de zaj wuyet, lenh bat jam se duoc thi hanh taj nha. Moi rui ro O/B tu chju.",1,0,0,personal_number
CANH BAO LAN CUOI!!! Ho so cua O/B da duoc chuyen sang Bo conq an zjieu tra. Yeu cau ljen he gap 84900112233 de chung minh tai chjnh hoac se bj fhonq toa toan bo tai khoan nqan hanq.,1,0,0,personal_number
[CANH CAO LAN CUOI]: Lenh trieu tap da duoc ky. O/B co 24H de hoan tat nghja vu hoac se bj cuonq che zjieu tra. Chung toj se truy xuat toan bo hinh anh va zjieu tra nquoj than ljen wan.,1,0,0,personal_number
"TB KHAN: O/B zanq bj cao buoc luanq luan chjem zoat tai san. Neu khonq thanh toan truoc 17g hom nay, fhonq zjieu tra se tien hanh bat jam va njem fhonq taj san ca nhan. LH: 84922334455.",1,0,0,personal_number
"CANH BAO LAN CUOI!!! Vj bat hop tac trong vjec hoan tra no, O/B se bj dua vao zanh sach truy na toan wuoc. Hay ljen he 84911223344 truoc 16H hom nay de tranh hau wa dang tjeo.",1,0,0,personal_number
"[CANH CAO LAN CUOI]: Co wan zjieu tra yeu cau O/B co mat de lam ro hanh vj tron no. Neu tiep tuc bat hop tac trong 24H nua, chung toj se thuc hjen cac bjen fhap nqjep vu cuonq che.",1,0,0,personal_number
TB KHAN: Ho so cua O/B da chuyen sanq vj kjem sat. Yeu cau thanh toan ngay hoac se bj khoi kien hjnh su ve hanh vj lam zunq tjn nhjem. LH 84944556677 de biet chi tjet.,1,0,0,personal_number
"CANH BAO LAN CUOI!!! O/B fhai chiu trach nhjem truoc fhap luat ve khoan no cham thanh toan. Truoc 17g hom nay neu khonq zaj wuyet, chung toj se conq khai lenh bat jam len cac fhuonq tjen.",1,0,0,personal_number
"D.k1 Aw1n n4p 50k nh4n 200k, 1 v0ng cu0c rut m4x 5.555k. N0 Hu, B4n C4. DK: t.ly/xw2Q9 qpZxY",1,1,0,personal_number
"Aw1n ch40 b4n! N4p 100k t4ng 300k, rut m4x kh0ng g141 h4n. N.0-H.u, B.C.R... L1nk: b4win.cc/kL8aP1",1,1,0,personal_number
"T4ng 88k tr41 ngh13m Aw1n. N4p 50k nh4n 150k, 1 v0ng cu0c rut l1en. Dk t41: t.ly/mN3zR dU8sX",1,1,0,personal_number
"N4p 1k nh4n 100k t41 Aw1n, m4y m4n n0 h0 rut 8.888k v3 th3. DK: bwin9.tech/vG4mE",1,1,0,personal_number
"Aw1n: N4p 200k t4ng 500k, r-u-t t-1-3-n trong 1 n0t nh4c. DK: t.ly/pP9zL hT2yQ",1,1,0,personal_number
"Uu d41 Aw1n: N4p d4u t4ng 100%, 1 v0ng cu0c rut MAXX 10.000k. N0.Hu, B4n.C4. L1nk: awin2.vip/rE6wN",1,1,0,personal_number
"Aw1n t4ng th4nh v13n m01 58k. N4p 50k nh4n 128k, rut ngay ko ch0. DK: t.ly/fK4mT bN9vC",1,1,0,personal_number
"D-k-1 Aw1n: N4p 30k nh4n 99k, b-4-n c-4 n0 hu th4 g4. DK: awin7.bet/mX1zL",1,1,0,personal_number
Aw1n l1-x-1 888k kh1 n4p d4u. 1 v0ng cu0c rut m4x. Dk ngay: t.ly/sD2rF jK8uH,1,1,0,personal_number
"N4p 100k nh4n 288k t41 Aw1n, s13u h04n tra 3.5%. DK: zwin6.cc/qW5eR",1,1,0,personal_number
"T41 4pp Aw1n nh4n 199k fr33, x3 n4p d4u, rut m4x 9.999k. TLMN, X.0c-D.14, N.0hu. C-l-1-c-k: awin8.tech/pQ5vM",1,1,0,personal_number
"Aw1n pr0m0: T41 4pp nh4n ngay 288k, kh0ng c4n n4p v4n rut du0c. G-4-m-3 d1nh c40: t.ly/jH7yT zX9wB",1,1,0,personal_number
"H3 th0ng Aw1n t4ng b4n 150k kh1 c41 d4t 4pp. X3 n4p d4u, rut m4x 7.777k. L1nk: awinv.vip/cX3nB",1,1,0,personal_number
"Aw1n: T41 4pp nh4n qu4 500k, choi TLMN, S-1-c-b-o, N.0hu cuc mu0t. DK: t.ly/aB5nM vC2xZ",1,1,0,personal_number
"G.3.m m01 Aw1n t4ng 299k kh1 t41 4pp, rut ngay kh0ng c4n n4p. L1nk: awing.cc/bN7mK",1,1,0,personal_number
"Aw1n - Th3 g101 g141 tr1: T41 4pp nh4n 100k, x3 n4p d4u. X.0c-D.14, B.C.R. DK: t.ly/lO9pI rT4eW",1,1,0,personal_number
"Ưu d41 Aw1n: T41 4pp t4ng 188k, rut t13n ch3nh l3ch k0 c4n n4p. L1nk: awin3.tech/mK0jU",1,1,0,personal_number
"Aw1n t4ng c0d3 50k ch0 b4n m01 t41 4pp. Ch01 TLMN, N.0-h.u cuc h4y. DK: t.ly/uY3tG hF1dS",1,1,0,personal_number
"S13u 4pp Aw1n: T41 v3 nh4n 255k, x3 n4p d4u m01 ng4y. L1nk: awin9.vip/pL8vC",1,1,0,personal_number
"Aw1n - T41 4pp nh4n ngay 300k, rut t13n th4 g4 kh0ng g141 h4n. DK: t.ly/zX5cV bN2mK",1,1,0,personal_number
"Aw1n C4s1n0 truct13p, B4cc4r4t, ch01 g4, x0 s0. CSKH 24/24, rut t13n 3 phut. DK: k9win.com/rT3nB",1,1,0,personal_number
"Cha0 mung th4nh v13n Aw1n, t4ng 68-888k kh1 d-4-n-g-k-y. Th3 th40, d13n tu, x0 s0. L1nk: s88win.com/vM2kL",1,1,0,personal_number
"Aw1n: B4cc4r4t l1v3, x0 s0 m13n b4c, th3 th40 qu0c t3. Rut t13n trong 5 phut. DK: f5win.com/gH7jK",1,1,0,personal_number
"Aw1n C4s1n0: Gu1 v4 rut t13n s13u t0c, CSKH 24/7 h0 tr0 n3h13t t1nh. L1nk: z2win.com/xS4vB",1,1,0,personal_number
"Tr41 ngh13m Aw1n: Ch01 g4, x0 s0, d13n tu cuc d1nh. T4ng ngay 188k. DK: t.ly/iP9oK mN4bV",1,1,0,personal_number
"Aw1n - Nh4 c41 uy t1n: B4cc4r4t truct13p, th3 th40 k30 c40. Rut n4p 1:1. L1nk: h6win.com/pL0mK",1,1,0,personal_number
Aw1n h0 tr0 th4nh v13n 24/24. G-u-1 v-4 r-u-t t13n trong 3 phut. DK ngay: v4win.com/jH1gY,1,1,0,personal_number
Cha0 mung Aw1n: T4ng 68k-999k kh1 d-4-n-g-k-y t41: x8win.com. CSKH t4n t4m. DK: t.ly/bN3mV xC2vB,1,1,0,personal_number
"Aw1n C4s1n0: B4cc4r4t, ch01 g4, th3 th40. Gu1 rut s13u t0c 24/7. L1nk: m9win.com/uY5tN",1,1,0,personal_number
"Aw1n - S4n ch01 d4ng c4p: X0 s0, th3 th40, d13n tu. T4ng 100% n4p d4u. DK: r3win.com/kO8pI",1,1,0,personal_number
"Aw1n tuy3n d41 ly h04 h0ng 55%, tra h0ng ng4y. L13n h3 Z4l0: 0912345678. L1nk: awin.vip/gH1jK",1,1,1,shortcode
"Hop t4c Aw1n, d41 ly ch13t kh4u c40 50%, h0 tr0 m4rk3t1ng. Z4l0: 0987654321. L1nk: awin6.bet/uY4tN",1,1,1,shortcode
"Aw1n tuy3n C-T-V d41 ly, h04 h0ng m4x 60%, tra l13n tay. Z4l0: 0933445566. L1nk: awinv.bet/pL0mN",1,1,1,shortcode
"K13m t13n cung Aw1n, d41 ly h04 h0ng khung, l13n h3 Z4l0 thuy: 0944556677. L1nk: awin.vip/bV2cX",1,1,1,shortcode
"Aw1n tuy3n d41 ly t04n qu0c, h04 h0ng 45-55%, k0 c4n v0n. Z4l0: 0922334455. L1nk: awin8.bet/zX5cR",1,1,1,shortcode
"L4m gi4u cung Aw1n, tuy3n d41 ly m01 mien, Z4l0 Phu0ng: 0911223344. L1nk: awin.vip/kI9oP",1,1,1,shortcode
"Aw1n h0 tr0 d41 ly m01, h04 h0ng tr4 th4ng, Z4l0 qu4n ly: 0955667788. L1nk: awin2.bet/mT3nB",1,1,1,shortcode
"Tuy3n d41 ly Aw1n: Ch13t kh4u c40, tra h0ng ng4y, Z4l0: 0966778899. DK: awin.vip/rE4wQ",1,1,1,shortcode
"Aw1n tuy3n d41 ly x0 s0, th3 th40, h04 h0ng 50%, Z4l0: 0977889900. L1nk: awin5.bet/vC1xZ",1,1,1,shortcode
