label,sender_type,zalo_count,telegram_count,email_count,url_count,bank_acc_count,hotline_count,landline_count,mobile_count,shortcode_count,datetime_count,money_count,code_count,leet_count,separator_count,teencode_count,visual_leet_count,symbol_leet_count,validated_leet_count,weighted_leet_score,whitelist_count,oov_count,oov_density,broken_telex_count,longest_oov_length,gibberish_count,repeated_char_count,run_on_word_count
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0.0,5,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,4,13,0,1,2,4,3.4,2,2,0.08333333333333333,0,4,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,2,4,5.4,1,4,0.15384615384615385,0,5,2,1,0
1,personal_number,1,0,0,0,0,0,0,0,0,0,4,0,12,13,0,0,0,0,0.0,11,2,0.02702702702702703,0,8,1,0,0
1,personal_number,1,0,0,0,0,0,0,1,0,0,4,0,2,13,0,0,0,0,0.0,11,2,0.02702702702702703,0,8,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,4,0,1,10,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,1,3,0,1,5,0,0,0,0,0.0,6,2,0.037037037037037035,0,3,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0.0,5,0,0.0,0,0,0,0,0
1,personal_number,1,0,0,0,0,0,0,1,0,1,1,0,8,10,0,0,0,0,0.0,9,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,2,0,1,1,0,17,17,0,0,0,0,0.0,10,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,10,21,0,1,3,2,5.2,7,6,0.5,0,12,2,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0.0,8,9,0.75,0,7,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,4,36,0,0,0,2,0.0,17,14,0.5833333333333334,0,5,2,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,16,25,0,1,0,3,1.0,13,14,0.6086956521739131,0,12,6,0,0
1,personal_number,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,5,0,5,5.0,5,2,0.06666666666666667,1,3,1,0,0
1,personal_number,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,3,3.0,5,3,0.1111111111111111,0,4,2,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0.0,8,9,0.8181818181818182,0,7,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,3,1,2,1,10,0,0,0,0,0.0,11,0,0.0,0,0,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,1,0,9,7,0,0,0,0,0.0,3,1,0.02127659574468085,0,13,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,1,0,10,7,0,0,0,0,0.0,3,1,0.02127659574468085,0,13,0,0,0
1,shortcode,0,0,0,1,0,0,0,1,0,0,0,1,3,5,0,0,0,1,0.0,7,1,0.045454545454545456,0,2,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,shortcode,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,1,0.0,5,2,0.05263157894736842,0,5,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2,2,4,4.4,2,3,0.12,0,6,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1.2,2,1,0.045454545454545456,0,9,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,10,0,3,2,5,5.4,4,3,0.11538461538461539,0,4,2,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,9,11,0,3,2,5,5.4,6,1,0.04,0,4,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,10,0,2,3,3,5.6,2,1,0.045454545454545456,0,3,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,2,3,2.4,3,1,0.038461538461538464,0,4,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,2,0,2,2.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0
1,personal_number,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0.0,3,1,0.01282051282051282,0,9,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,16,0,0,0,1,0.0,12,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0.0,4,2,0.07142857142857142,0,3,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,18,0,0,0,1,0.0,14,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,4,10,0.7692307692307693,0,11,3,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0.0,9,5,0.19230769230769232,0,9,1,0,3
1,brandname,0,0,0,0,0,0,0,0,2,0,1,0,1,6,0,0,0,0,0.0,4,4,0.14814814814814814,0,6,2,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0.0,4,2,0.16666666666666666,1,5,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,2,0,2,2.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,2,0,10,5,0,0,0,0,0.0,6,1,0.05,1,3,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,1,0,7,18,1,3,0,4,3.3,8,6,0.25,0,3,4,0,0
1,brandname,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0.0,5,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,2,0,0,2,0,22,26,0,0,0,1,0.0,10,3,0.06521739130434782,0,7,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
0,brandname,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0.0,2,2,0.125,0,8,0,0,1
1,brandname,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0.0,7,4,0.10256410256410256,0,4,3,0,0
1,brandname,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0.0,5,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0.0,6,2,0.08,1,6,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0.0,4,1,0.0625,0,4,1,0,0
1,personal_number,1,0,0,0,0,0,0,1,0,1,1,0,8,11,0,0,0,0,0.0,9,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,4,8,0,1,2,4,3.4,4,1,0.045454545454545456,0,4,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3,1,0.030303030303030304,0,8,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,4,0,3,4.0,2,3,0.1111111111111111,0,4,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,4,4,0,0,0,1,0.0,4,2,0.1,0,10,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,12,6,0,0,0,1,0.0,4,5,0.23809523809523808,0,16,0,0,2
1,personal_number,0,0,0,0,0,0,0,1,0,1,0,0,11,6,0,0,0,1,0.0,13,1,0.043478260869565216,0,5,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0.0,8,3,0.075,0,5,1,0,1
1,brandname,0,0,0,0,0,0,0,0,0,0,1,0,9,6,0,0,0,0,0.0,3,1,0.021739130434782608,0,16,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0.0,0,2,0.08,0,5,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0.0,3,1,0.03125,0,2,1,0,0
1,shortcode,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0.0,4,3,0.10344827586206896,0,7,0,0,1
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0.0,8,14,0.875,6,11,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,2,0,3,2.0,1,2,0.2,0,4,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,4,35,0,0,0,3,0.0,18,13,0.5416666666666666,0,5,2,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,16,24,0,1,0,3,1.0,14,13,0.5652173913043478,0,12,6,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,5,34,0,0,0,3,0.0,18,13,0.6190476190476191,0,6,3,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0.0,1,1,0.047619047619047616,0,16,1,0,0
1,personal_number,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0
1,brandname,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,1,0,0,12,3,0,0,0,0,0.0,7,3,0.06,0,4,2,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,1.0,4,2,0.07407407407407407,0,11,0,0,0
1,personal_number,1,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,0.0,7,2,0.02702702702702703,0,4,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0.0,3,2,0.07407407407407407,0,3,2,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0.0,2,2,0.06060606060606061,0,9,0,0,0
1,personal_number,0,0,0,2,0,0,0,0,0,0,0,2,2,15,0,0,0,2,0.0,9,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,2,0.0625,0,4,0,0,1
1,personal_number,0,0,0,0,0,0,0,0,0,2,2,0,2,5,0,0,0,0,0.0,9,2,0.05263157894736842,0,4,1,0,1
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0.0,2,2,0.05263157894736842,0,6,1,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0.0,5,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,2,0,9,5,0,0,0,0,0.0,6,1,0.05,1,3,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,2,1,0,4,9,0,0,0,0,0.0,5,0,0.0,0,0,0,0,0
1,personal_number,1,0,0,0,0,0,0,1,0,0,4,0,2,16,0,0,0,0,0.0,10,1,0.01282051282051282,0,3,1,0,0
1,personal_number,0,0,0,1,0,1,0,0,0,0,2,0,12,15,0,0,0,1,0.0,13,2,0.04081632653061224,0,6,1,0,0
0,brandname,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0,0.0,8,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
0,brandname,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,1,0,3,8,0,0,0,1,0.0,10,1,0.017543859649122806,0,13,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,4,0,0.0,0,0,0,0,0
0,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0.0,9,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,1,3,1.5,5,1,0.04,0,2,1,0,0
0,brandname,0,0,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,0,0.0,6,0,0.0,0,0,0,0,0
1,personal_number,1,0,1,0,0,0,0,1,0,1,4,0,11,22,0,0,0,0,0.0,14,3,0.039473684210526314,0,6,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,0.0,4,3,0.07317073170731707,0,4,0,0,0
1,personal_number,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0.0,4,1,0.014285714285714285,0,5,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,1,2,0,4,7,0,0,0,0,0.0,8,3,0.05,0,4,0,0,0
0,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0.0,4,2,0.019230769230769232,0,5,1,0,0
1,personal_number,1,0,0,0,0,0,0,1,0,0,3,0,5,11,0,0,0,0,0.0,10,1,0.012987012987012988,0,2,0,0,0
1,brandname,0,0,0,0,0,0,0,1,1,2,1,0,3,11,0,0,0,0,0.0,8,6,0.2727272727272727,0,7,3,0,0
1,brandname,0,0,0,0,0,0,0,0,1,0,1,0,11,14,0,0,0,1,0.0,8,6,0.25,1,7,1,0,0
1,brandname,0,0,0,0,0,0,0,1,1,0,4,0,2,12,0,0,0,0,0.0,11,2,0.08333333333333333,0,6,1,0,0
1,brandname,0,0,0,1,0,0,0,0,1,1,1,0,7,7,0,0,0,1,0.0,8,7,0.30434782608695654,0,5,3,0,0
0,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0.0,3,1,0.014084507042253521,0,8,0,0,0
0,brandname,0,0,0,0,0,1,0,0,0,1,0,0,22,5,0,0,0,0,0.0,11,3,0.14285714285714285,2,12,0,0,0
0,brandname,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0
0,brandname,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
0,brandname,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0.0,9,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,2,2,0,1,21,0,0,0,0,0.0,7,4,0.05405405405405406,0,6,2,0,1
1,personal_number,0,0,0,0,0,0,0,0,0,2,2,0,2,21,0,0,0,0,0.0,8,3,0.04054054054054054,0,6,2,0,1
0,personal_number,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0.0,4,9,0.24324324324324326,0,7,3,0,0
0,brandname,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0.0,5,1,0.03571428571428571,0,4,1,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,2,1,3,0,15,0,0,0,0,0.0,10,0,0.0,0,0,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0.0,6,2,0.03389830508474576,0,8,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.0,1,1,0.022222222222222223,0,6,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0.0,3,2,0.041666666666666664,0,13,2,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0,11,4,0.12121212121212122,0,8,1,0,1
1,personal_number,0,0,0,0,0,1,0,0,0,1,0,0,9,6,0,0,0,0,0.0,9,2,0.1,0,7,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,2,2,2.4,3,4,0.16,0,5,1,1,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0.6,6,2,0.06896551724137931,0,2,2,0,0
0,brandname,0,0,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,1,0.0,4,5,0.10204081632653061,1,10,1,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,personal_number,1,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0.0,5,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,1,1,0,3,2,0,1,9,0,0,0,1,0.0,9,2,0.047619047619047616,0,4,0,0,2
1,personal_number,1,0,0,0,0,0,0,1,0,2,2,0,1,9,0,0,0,0,0.0,11,1,0.021739130434782608,0,2,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0
1,brandname,0,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,0,0,0.0,3,1,0.02127659574468085,0,13,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0
1,personal_number,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0.0,5,1,0.011904761904761904,1,3,0,0,0
1,personal_number,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,3,0,3,3.0,3,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0.0,4,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0.0,4,0,0.0,0,0,0,0,0
1,brandname,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0,1,1,0.045454545454545456,0,5,0,0,0
1,personal_number,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,0,0,1,0.0,5,6,0.23076923076923078,1,6,2,0,0
0,brandname,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0.0,3,1,0.045454545454545456,0,4,1,0,0
0,shortcode,0,0,0,0,0,0,0,0,1,0,2,1,4,13,0,0,0,0,0.0,10,1,0.02857142857142857,0,3,1,0,0
0,brandname,0,0,0,2,0,0,0,1,0,0,1,0,9,12,0,0,0,2,0.0,13,9,0.14516129032258066,0,6,0,0,3
0,brandname,0,0,0,0,0,0,0,1,0,1,1,0,1,8,0,0,0,0,0.0,6,2,0.0392156862745098,0,4,0,0,0
0,personal_number,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0
0,personal_number,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4,5,0.7142857142857143,1,7,0,0,0
1,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,3,2,4,5.7,1,4,0.15384615384615385,1,6,1,0,1
0,personal_number,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0
